meal_id,week,num_orders,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine,price_ratio,price_discount,selling_price,unit_cost,holding_cost,shortage_cost,shelf_life_weeks,week_of_year,lag_1,lag_4,rolling_4,rolling_8
1727,57,26805,423.41727272727275,424.0066233766234,0,0,Rice Bowl,Indian,0.9986,0.59,423.42,169.37,8.468,211.71,2,5,26758.0,25971.0,21403.75,21934.75
1727,58,108109,265.8638961038961,424.0845454545455,1,1,Rice Bowl,Indian,0.6269,158.22,265.86,106.35,5.318,132.93,2,6,26805.0,11497.0,21612.25,22565.0
1727,59,84926,268.22441558441557,424.0196103896104,1,1,Rice Bowl,Indian,0.6326,155.8,268.22,107.29,5.365,134.11,2,7,108109.0,21389.0,45765.25,33236.875
1727,60,26708,415.9927272727273,421.4001298701299,0,1,Rice Bowl,Indian,0.9872,5.41,415.99,166.4,8.32,208.0,2,8,84926.0,26758.0,61649.5,41526.875
1727,61,24442,424.7644155844156,424.4620779220779,0,1,Rice Bowl,Indian,1.0007,-0.3,424.76,169.91,8.496,212.38,2,9,26708.0,26805.0,61637.0,41520.375
1727,62,10144,426.64376623376626,425.9648051948052,0,1,Rice Bowl,Indian,1.0016,-0.68,426.64,170.66,8.533,213.32,2,10,24442.0,108109.0,61046.25,41329.25
1727,63,23034,426.6174025974026,426.6174025974026,0,0,Rice Bowl,Indian,1.0,0.0,426.62,170.65,8.532,213.31,2,11,10144.0,84926.0,36555.0,41160.125
1727,64,22893,426.2383116883117,426.9457142857143,0,0,Rice Bowl,Indian,0.9983,0.71,426.24,170.5,8.525,213.12,2,12,23034.0,26708.0,21082.0,41365.75
1727,65,27101,426.6548051948052,426.70675324675324,0,0,Rice Bowl,Indian,0.9999,0.05,426.65,170.66,8.533,213.33,2,13,22893.0,24442.0,20128.25,40882.625
1727,66,22725,427.388961038961,427.23311688311685,0,0,Rice Bowl,Indian,1.0004,-0.16,427.39,170.96,8.548,213.69,2,14,27101.0,10144.0,20793.0,40919.625
1727,67,24681,427.1953246753247,427.2083116883117,0,0,Rice Bowl,Indian,1.0,0.01,427.2,170.88,8.544,213.6,2,15,22725.0,23034.0,23938.25,30246.625
1727,68,24686,427.4220779220779,427.33116883116884,0,0,Rice Bowl,Indian,1.0002,-0.09,427.42,170.97,8.548,213.71,2,16,24681.0,22893.0,24350.0,22716.0
1727,69,27394,426.76701298701295,426.792987012987,0,0,Rice Bowl,Indian,0.9999,0.03,426.77,170.71,8.536,213.38,2,17,24686.0,27101.0,24798.25,22463.25
1727,70,24072,425.28285714285715,425.14,0,0,Rice Bowl,Indian,1.0003,-0.14,425.28,170.11,8.506,212.64,2,18,27394.0,22725.0,24871.5,22832.25
1727,71,22420,422.78506493506495,424.0364935064935,0,0,Rice Bowl,Indian,0.997,1.25,422.79,169.11,8.456,211.39,2,19,24072.0,24681.0,25208.25,24573.25
1727,72,22603,425.5954545454545,425.60844155844154,0,0,Rice Bowl,Indian,1.0,0.01,425.6,170.24,8.512,212.8,2,20,22420.0,24686.0,24643.0,24496.5
1727,73,26770,425.61233766233767,425.58636363636367,0,0,Rice Bowl,Indian,1.0001,-0.03,425.61,170.24,8.512,212.81,2,21,22603.0,27394.0,24122.25,24460.25
1727,74,30175,425.99467532467537,426.134025974026,0,1,Rice Bowl,Indian,0.9997,0.14,425.99,170.4,8.52,213.0,2,22,26770.0,24072.0,23966.25,24418.875
1727,75,25424,426.8590909090909,426.75519480519483,0,0,Rice Bowl,Indian,1.0002,-0.1,426.86,170.74,8.537,213.43,2,23,30175.0,22420.0,25492.0,25350.125
1727,76,23548,424.70493506493506,426.0836363636364,0,0,Rice Bowl,Indian,0.9968,1.38,424.7,169.88,8.494,212.35,2,24,25424.0,22603.0,26243.0,25443.0
1727,77,123518,249.55818181818182,426.3433766233766,1,1,Rice Bowl,Indian,0.5853,176.79,249.56,99.82,4.991,124.78,2,25,23548.0,26770.0,26479.25,25300.75
1727,78,109614,251.05883116883115,426.2264935064935,1,1,Rice Bowl,Indian,0.589,175.17,251.06,100.42,5.021,125.53,2,26,123518.0,30175.0,50666.25,37316.25
1727,79,30902,382.34818181818184,425.0124675324675,1,1,Rice Bowl,Indian,0.8996,42.66,382.35,152.94,7.647,191.17,2,27,109614.0,25424.0,70526.0,48009.0
1727,80,26703,420.6557142857143,427.23389610389614,0,1,Rice Bowl,Indian,0.9846,6.58,420.66,168.26,8.413,210.33,2,28,30902.0,23548.0,71895.5,49069.25
1727,81,26461,427.1509090909091,427.3976623376624,0,1,Rice Bowl,Indian,0.9994,0.25,427.15,170.86,8.543,213.58,2,29,26703.0,123518.0,72684.25,49581.75
1727,82,100634,326.7302597402597,426.97999999999996,1,1,Rice Bowl,Indian,0.7652,100.25,326.73,130.69,6.534,163.37,2,30,26461.0,109614.0,48420.0,49543.125
1727,83,153238,310.1887012987013,424.50376623376627,1,1,Rice Bowl,Indian,0.7307,114.32,310.19,124.08,6.204,155.09,2,31,100634.0,30902.0,46175.0,58350.5
1727,84,23561,404.36844155844153,421.26116883116885,0,1,Rice Bowl,Indian,0.9599,16.89,404.37,161.75,8.088,202.18,2,32,153238.0,26703.0,76759.0,74327.25
1727,85,22668,421.9067532467532,426.56389610389607,0,1,Rice Bowl,Indian,0.9891,4.66,421.91,168.76,8.438,210.95,2,33,23561.0,26461.0,75973.5,74328.875
1727,86,24593,422.18077922077924,427.217012987013,0,1,Rice Bowl,Indian,0.9882,5.04,422.18,168.87,8.444,211.09,2,34,22668.0,100634.0,75025.25,61722.625
1727,87,24664,421.5844155844156,427.22129870129874,0,1,Rice Bowl,Indian,0.9868,5.64,421.58,168.63,8.432,210.79,2,35,24593.0,153238.0,56015.0,51095.0
1727,88,23359,422.6649350649351,427.16298701298706,0,1,Rice Bowl,Indian,0.9895,4.5,422.66,169.07,8.454,211.33,2,36,24664.0,23561.0,23871.5,50315.25
1727,89,23284,423.181038961039,426.85558441558436,0,1,Rice Bowl,Indian,0.9914,3.67,423.18,169.27,8.464,211.59,2,37,23359.0,22668.0,23821.0,49897.25
1727,90,23555,423.9581818181818,427.47324675324677,0,1,Rice Bowl,Indian,0.9918,3.52,423.96,169.58,8.479,211.98,2,38,23284.0,24593.0,23975.0,49500.125
1727,91,27980,424.7490909090909,427.56103896103895,0,0,Rice Bowl,Indian,0.9934,2.81,424.75,169.9,8.495,212.37,2,39,23555.0,24664.0,23715.5,39865.25
1727,92,22808,423.5141558441558,427.87792207792205,0,0,Rice Bowl,Indian,0.9898,4.36,423.51,169.41,8.47,211.76,2,40,27980.0,23359.0,24544.5,24208.0
1727,93,22984,425.2777922077922,427.26818181818186,0,0,Rice Bowl,Indian,0.9953,1.99,425.28,170.11,8.506,212.64,2,41,22808.0,23284.0,24406.75,24113.875
1727,94,24047,427.25324675324674,427.35714285714283,0,0,Rice Bowl,Indian,0.9998,0.1,427.25,170.9,8.545,213.63,2,42,22984.0,23555.0,24331.75,24153.375
1727,95,32721,426.5768831168831,427.467012987013,0,0,Rice Bowl,Indian,0.9979,0.89,426.58,170.63,8.532,213.29,2,43,24047.0,27980.0,24454.75,24085.125
1727,96,25596,426.93233766233766,428.0448051948052,0,0,Rice Bowl,Indian,0.9974,1.11,426.93,170.77,8.538,213.47,2,44,32721.0,22808.0,25640.0,25092.25
1727,97,10816,427.957012987013,427.6972727272728,0,0,Rice Bowl,Indian,1.0006,-0.26,427.96,171.18,8.559,213.98,2,45,25596.0,22984.0,26337.0,25371.875
1727,98,21406,427.5866233766234,427.8203896103896,0,0,Rice Bowl,Indian,0.9995,0.23,427.59,171.03,8.552,213.79,2,46,10816.0,24047.0,23295.0,23813.375
1727,99,20007,427.23389610389614,427.3118181818182,0,0,Rice Bowl,Indian,0.9998,0.08,427.23,170.89,8.544,213.62,2,47,21406.0,32721.0,22634.75,23544.75
1727,100,26254,427.6984415584415,427.5945454545454,0,0,Rice Bowl,Indian,1.0002,-0.1,427.7,171.08,8.554,213.85,2,48,20007.0,25596.0,19456.25,22548.125
1727,101,21752,427.00519480519483,426.9142857142857,0,0,Rice Bowl,Indian,1.0002,-0.09,427.01,170.8,8.54,213.5,2,49,26254.0,10816.0,19620.75,22978.875
1727,102,20696,426.43909090909085,427.09181818181816,0,0,Rice Bowl,Indian,0.9985,0.65,426.44,170.58,8.529,213.22,2,50,21752.0,21406.0,22354.75,22824.875
1727,103,17838,427.61454545454546,427.5496103896104,0,0,Rice Bowl,Indian,1.0002,-0.06,427.61,171.05,8.552,213.81,2,51,20696.0,20007.0,22177.25,22406.0
1727,104,27517,427.07922077922075,427.78935064935064,0,0,Rice Bowl,Indian,0.9983,0.71,427.08,170.83,8.542,213.54,2,52,17838.0,26254.0,21635.0,20545.625
1727,105,26639,427.49454545454546,427.5075324675325,0,0,Rice Bowl,Indian,1.0,0.01,427.49,171.0,8.55,213.75,2,1,27517.0,21752.0,21950.75,20785.75
1727,106,21024,427.2724675324676,427.16857142857145,0,0,Rice Bowl,Indian,1.0002,-0.1,427.27,170.91,8.546,213.64,2,2,26639.0,20696.0,23172.5,22763.625
1727,107,21403,427.77402597402596,427.69610389610386,0,0,Rice Bowl,Indian,1.0002,-0.08,427.77,171.11,8.556,213.89,2,3,21024.0,17838.0,23254.5,22715.875
1727,108,25776,427.7354545454545,427.7484415584415,0,0,Rice Bowl,Indian,1.0,0.01,427.74,171.09,8.554,213.87,2,4,21403.0,27517.0,24145.75,22890.375
1727,109,27464,427.39454545454544,427.5503896103896,0,0,Rice Bowl,Indian,0.9996,0.16,427.39,170.96,8.548,213.7,2,5,25776.0,26639.0,23710.5,22830.625
1727,110,22858,425.5045454545455,425.5305194805195,0,0,Rice Bowl,Indian,0.9999,0.03,425.5,170.2,8.51,212.75,2,6,27464.0,21024.0,23916.75,23544.625
1727,111,132218,246.9268831168831,425.7383116883117,1,1,Rice Bowl,Indian,0.58,178.81,246.93,98.77,4.938,123.46,2,7,22858.0,21403.0,24375.25,23814.875
1727,112,114342,248.00363636363636,425.6603896103896,1,1,Rice Bowl,Indian,0.5826,177.66,248.0,99.2,4.96,124.0,2,8,132218.0,25776.0,52079.0,38112.375
1727,113,27400,438.03662337662337,442.03623376623375,0,1,Rice Bowl,Indian,0.991,4.0,438.04,175.21,8.76,219.02,2,9,114342.0,27464.0,74220.5,48965.5
1727,114,22728,441.2753246753246,445.55324675324675,0,1,Rice Bowl,Indian,0.9904,4.28,441.28,176.51,8.826,220.64,2,10,27400.0,22858.0,74204.5,49060.625
1727,115,23152,443.1948051948052,446.62129870129866,0,1,Rice Bowl,Indian,0.9923,3.43,443.19,177.28,8.864,221.6,2,11,22728.0,132218.0,74172.0,49273.625
1727,116,25368,446.29415584415585,447.3263636363636,0,1,Rice Bowl,Indian,0.9977,1.03,446.29,178.52,8.926,223.15,2,12,23152.0,114342.0,46905.5,49492.25
1727,117,29277,445.3863636363636,446.5075324675325,0,1,Rice Bowl,Indian,0.9975,1.12,445.39,178.15,8.908,222.69,2,13,25368.0,27400.0,24662.0,49441.25
1727,118,25898,443.3822077922078,445.6272727272728,0,0,Rice Bowl,Indian,0.995,2.25,443.38,177.35,8.868,221.69,2,14,29277.0,22728.0,25131.25,49667.875
1727,119,23724,447.2996103896104,447.2996103896104,0,0,Rice Bowl,Indian,1.0,0.0,447.3,178.92,8.946,223.65,2,15,25898.0,23152.0,25923.75,50047.875
1727,120,21525,447.0094805194806,447.0866233766234,0,1,Rice Bowl,Indian,0.9998,0.08,447.01,178.8,8.94,223.5,2,16,23724.0,25368.0,26066.75,36486.125
1727,121,24442,447.3972727272727,447.55311688311684,0,0,Rice Bowl,Indian,0.9997,0.16,447.4,178.96,8.948,223.7,2,17,21525.0,29277.0,25106.0,24884.0
1727,122,23558,447.36454545454546,447.3385714285714,0,0,Rice Bowl,Indian,1.0001,-0.03,447.36,178.95,8.948,223.68,2,18,24442.0,25898.0,23897.25,24514.25
1727,123,23260,447.0641558441559,447.0901298701299,0,0,Rice Bowl,Indian,0.9999,0.03,447.06,178.83,8.942,223.53,2,19,23558.0,23724.0,23312.25,24618.0
1727,124,22613,448.3951948051948,448.36922077922077,0,0,Rice Bowl,Indian,1.0001,-0.03,448.4,179.36,8.968,224.2,2,20,23260.0,21525.0,23196.25,24631.5
1727,125,24291,447.0964935064935,447.9302597402597,0,1,Rice Bowl,Indian,0.9981,0.83,447.1,178.84,8.942,223.55,2,21,22613.0,24442.0,23468.25,24287.125
1727,126,27099,446.3276623376624,447.9790909090909,0,1,Rice Bowl,Indian,0.9963,1.65,446.33,178.53,8.926,223.16,2,22,24291.0,23558.0,23430.5,23663.875
1727,127,23677,447.78181818181815,448.44675324675325,0,1,Rice Bowl,Indian,0.9985,0.66,447.78,179.11,8.956,223.89,2,23,27099.0,23260.0,24315.75,23814.0
1727,128,23177,447.41376623376624,448.1566233766234,0,1,Rice Bowl,Indian,0.9983,0.74,447.41,178.97,8.949,223.71,2,24,23677.0,22613.0,24420.0,23808.125
1727,129,26405,447.17285714285714,448.14948051948056,0,0,Rice Bowl,Indian,0.9978,0.98,447.17,178.87,8.944,223.59,2,25,23177.0,24291.0,24561.0,24014.625
1727,130,28396,445.5635064935065,448.24753246753244,0,1,Rice Bowl,Indian,0.994,2.68,445.56,178.23,8.912,222.78,2,26,26405.0,27099.0,25089.5,24260.0
1727,131,22321,445.00922077922075,447.62831168831167,0,0,Rice Bowl,Indian,0.9941,2.62,445.01,178.0,8.9,222.5,2,27,28396.0,23677.0,25413.75,24864.75
1727,132,25348,444.58090909090913,447.21259740259745,0,0,Rice Bowl,Indian,0.9941,2.63,444.58,177.83,8.892,222.29,2,28,22321.0,23177.0,25074.75,24747.375
1727,133,24014,443.7215584415584,447.3622077922078,0,0,Rice Bowl,Indian,0.9919,3.64,443.72,177.49,8.875,221.86,2,29,25348.0,26405.0,25617.5,25089.25
1727,134,31119,445.27376623376625,445.867012987013,0,1,Rice Bowl,Indian,0.9987,0.59,445.27,178.11,8.906,222.64,2,30,24014.0,28396.0,25019.75,25054.625
1727,135,80228,326.211038961039,445.78909090909093,1,1,Rice Bowl,Indian,0.7318,119.58,326.21,130.48,6.524,163.11,2,31,31119.0,22321.0,25700.5,25557.125
1754,9,27305,261.5335526315789,276.87565789473683,0,0,Sandwich,Italian,0.9446,15.34,261.53,104.61,5.23,130.77,2,9,25975.0,30887.0,27883.0,31324.75
1754,10,30587,270.7094736842105,277.5026315789474,0,0,Sandwich,Italian,0.9755,6.79,270.71,108.28,5.414,135.35,2,10,27305.0,27736.0,26987.5,29986.75
1754,11,29859,276.91473684210524,277.91065789473686,0,0,Sandwich,Italian,0.9964,1.0,276.91,110.77,5.538,138.46,2,11,30587.0,26934.0,27700.25,29409.75
1754,12,29410,278.3410526315789,279.2213157894737,0,0,Sandwich,Italian,0.9968,0.88,278.34,111.34,5.567,139.17,2,12,29859.0,25975.0,28431.5,29020.125
1754,13,33014,278.9325,279.65723684210525,0,0,Sandwich,Italian,0.9974,0.72,278.93,111.57,5.578,139.47,2,13,29410.0,27305.0,29290.25,28586.625
1754,14,31775,278.29346666666663,279.86039999999997,0,0,Sandwich,Italian,0.9944,1.57,278.29,111.32,5.566,139.15,2,14,33014.0,30587.0,30717.5,28852.5
1754,15,28918,278.27613333333335,279.43933333333337,0,0,Sandwich,Italian,0.9958,1.16,278.28,111.31,5.566,139.14,2,15,31775.0,29859.0,31014.5,29357.375
1754,16,27742,287.4737333333333,287.39373333333333,0,0,Sandwich,Italian,1.0003,-0.08,287.47,114.99,5.75,143.74,2,16,28918.0,29410.0,30779.25,29605.375
1754,17,33898,281.866447368421,285.07078947368416,0,0,Sandwich,Italian,0.9888,3.2,281.87,112.75,5.638,140.93,2,17,27742.0,33014.0,30362.25,29826.25
1754,18,179189,191.8203947368421,285.08394736842104,1,1,Sandwich,Italian,0.6729,93.26,191.82,76.73,3.837,95.91,2,18,33898.0,31775.0,30583.25,30650.375
1754,19,68017,240.17333333333335,280.3717333333333,0,1,Sandwich,Italian,0.8566,40.2,240.17,96.07,4.804,120.09,2,19,179189.0,28918.0,67436.75,49225.625
1754,20,38024,261.618,279.5670666666667,0,1,Sandwich,Italian,0.9358,17.95,261.62,104.65,5.233,130.81,2,20,68017.0,27742.0,77211.5,53995.375
1754,21,42805,267.35236842105263,276.4719736842105,0,1,Sandwich,Italian,0.967,9.12,267.35,106.94,5.347,133.68,2,21,38024.0,33898.0,79782.0,55072.125
1754,22,101277,239.94223684210527,276.3667105263158,1,1,Sandwich,Italian,0.8682,36.42,239.94,95.98,4.799,119.97,2,22,42805.0,179189.0,82008.75,56296.0
1754,23,86453,240.4117105263158,276.3403947368421,1,1,Sandwich,Italian,0.87,35.93,240.41,96.16,4.808,120.21,2,23,101277.0,68017.0,62530.75,64983.75
1754,24,35323,272.75355263157894,276.9003947368421,0,1,Sandwich,Italian,0.985,4.15,272.75,109.1,5.455,136.38,2,24,86453.0,38024.0,67139.75,72175.625
1754,25,31403,275.9694736842105,276.98776315789473,0,1,Sandwich,Italian,0.9963,1.02,275.97,110.39,5.52,137.98,2,25,35323.0,42805.0,66464.5,73123.25
1754,26,31788,276.17565789473684,276.60565789473685,0,0,Sandwich,Italian,0.9984,0.43,276.18,110.47,5.524,138.09,2,26,31403.0,101277.0,63614.0,72811.375
1754,27,38232,277.9326315789474,278.36815789473684,0,1,Sandwich,Italian,0.9984,0.44,277.93,111.17,5.558,138.97,2,27,31788.0,86453.0,46241.75,54386.25
1754,28,26129,274.9117105263158,274.6153947368421,0,1,Sandwich,Italian,1.0011,-0.3,274.91,109.96,5.498,137.46,2,28,38232.0,35323.0,34186.5,50663.125
1754,29,21156,281.07473684210527,280.89526315789476,0,1,Sandwich,Italian,1.0006,-0.18,281.07,112.43,5.622,140.54,2,29,26129.0,31403.0,31888.0,49176.25
1754,30,146918,226.1892105263158,281.0910526315789,1,1,Sandwich,Italian,0.8047,54.9,226.19,90.48,4.524,113.09,2,30,21156.0,31788.0,29326.25,46470.125
1754,31,47945,241.88363636363638,273.9054545454546,0,1,Sandwich,Italian,0.8831,32.02,241.88,96.75,4.838,120.94,2,31,146918.0,38232.0,58108.75,52175.25
1754,32,185913,236.87181818181818,274.07428571428574,1,1,Sandwich,Italian,0.8643,37.2,236.87,94.75,4.738,118.44,2,32,47945.0,26129.0,60537.0,47361.75
1754,33,40642,257.14337662337664,269.0207792207792,0,1,Sandwich,Italian,0.9558,11.88,257.14,102.86,5.143,128.57,2,33,185913.0,21156.0,100483.0,66185.5
1754,34,32549,271.3572727272727,276.59844155844155,0,1,Sandwich,Italian,0.9811,5.24,271.36,108.54,5.427,135.68,2,34,40642.0,146918.0,105354.5,67340.375
1754,35,17194,279.7601315789474,281.3017105263158,0,1,Sandwich,Italian,0.9945,1.54,279.76,111.9,5.595,139.88,2,35,32549.0,47945.0,76762.25,67435.5
1754,36,34950,283.2924675324675,285.3379220779221,0,0,Sandwich,Italian,0.9928,2.05,283.29,113.32,5.666,141.65,2,36,17194.0,185913.0,69074.5,64805.75
1754,37,32834,284.6309090909091,286.141038961039,0,0,Sandwich,Italian,0.9947,1.51,284.63,113.85,5.692,142.32,2,37,34950.0,40642.0,31333.75,65908.375
1754,38,30311,286.1772727272727,288.26012987012984,0,0,Sandwich,Italian,0.9928,2.08,286.18,114.47,5.724,143.09,2,38,32834.0,32549.0,29381.75,67368.125
1754,39,29617,295.2816883116883,295.5024675324675,0,0,Sandwich,Italian,0.9993,0.22,295.28,118.11,5.906,147.64,2,39,30311.0,17194.0,28822.25,52792.25
1754,40,30286,295.5631168831169,297.038961038961,0,1,Sandwich,Italian,0.995,1.48,295.56,118.23,5.912,147.78,2,40,29617.0,34950.0,31928.0,50501.25
1754,41,26132,294.2679220779221,296.1819480519481,0,0,Sandwich,Italian,0.9935,1.91,294.27,117.71,5.886,147.13,2,41,30286.0,32834.0,30762.0,31047.875
1754,42,24769,300.99142857142857,301.2122077922078,0,0,Sandwich,Italian,0.9993,0.22,300.99,120.4,6.02,150.5,2,42,26132.0,30311.0,29086.5,29234.125
1754,43,19319,300.9666233766234,301.1744155844156,0,0,Sandwich,Italian,0.9993,0.21,300.97,120.39,6.02,150.48,2,43,24769.0,29617.0,27701.0,28261.625
1754,44,26118,284.11324675324676,294.29545454545456,0,1,Sandwich,Italian,0.9654,10.18,284.11,113.65,5.683,142.06,2,44,19319.0,30286.0,25126.5,28527.25
1754,45,31893,275.64623376623376,290.804025974026,0,0,Sandwich,Italian,0.9479,15.16,275.65,110.26,5.513,137.82,2,45,26118.0,26132.0,24084.5,27423.25
1754,46,38233,238.16181818181818,290.70012987012984,1,1,Sandwich,Italian,0.8193,52.54,238.16,95.26,4.763,119.08,2,46,31893.0,24769.0,25524.75,27305.625
1754,47,63666,240.32272727272726,290.7261038961039,1,1,Sandwich,Italian,0.8266,50.4,240.32,96.13,4.806,120.16,2,47,38233.0,19319.0,28890.75,28295.875
1754,48,239884,177.6568831168831,290.71311688311687,1,1,Sandwich,Italian,0.6111,113.06,177.66,71.06,3.553,88.83,2,48,63666.0,26118.0,39977.5,32552.0
1754,49,43272,272.22402597402595,292.5696103896104,0,1,Sandwich,Italian,0.9305,20.35,272.22,108.89,5.445,136.11,2,49,239884.0,31893.0,93419.0,58751.75
1754,50,40168,272.3492207792208,292.01844155844157,0,1,Sandwich,Italian,0.9326,19.67,272.35,108.94,5.447,136.17,2,50,43272.0,38233.0,96263.75,60894.25
1754,51,52317,248.3748051948052,291.8354545454546,1,1,Sandwich,Italian,0.8511,43.46,248.37,99.35,4.968,124.19,2,51,40168.0,63666.0,96747.5,62819.125
1754,52,38099,293.85103896103897,297.8861038961039,0,1,Sandwich,Italian,0.9865,4.04,293.85,117.54,5.877,146.93,2,52,52317.0,239884.0,93910.25,66943.875
1754,53,45343,293.8935064935065,298.09363636363634,0,1,Sandwich,Italian,0.9859,4.2,293.89,117.56,5.878,146.95,2,1,38099.0,43272.0,43464.0,68441.5
1754,54,18528,290.3658441558441,293.5864935064935,0,1,Sandwich,Italian,0.989,3.22,290.37,116.15,5.808,145.18,2,2,45343.0,40168.0,43981.75,70122.75
1754,55,34271,297.3137662337662,300.1638961038961,0,1,Sandwich,Italian,0.9905,2.85,297.31,118.93,5.946,148.66,2,3,18528.0,52317.0,38571.75,67659.625
1754,56,22238,299.9512987012987,300.58116883116884,0,0,Sandwich,Italian,0.9979,0.63,299.95,119.98,5.999,149.98,2,4,34271.0,38099.0,34060.25,63985.25
1754,57,27783,265.95844155844156,292.59246753246754,0,0,Sandwich,Italian,0.909,26.63,265.96,106.38,5.319,132.98,2,5,22238.0,45343.0,30095.0,36779.5
1754,58,25573,256.3379220779221,288.78649350649346,0,1,Sandwich,Italian,0.8876,32.45,256.34,102.54,5.127,128.17,2,6,27783.0,18528.0,25705.0,34843.375
1754,59,27545,269.99233766233766,285.50207792207794,0,1,Sandwich,Italian,0.9457,15.51,269.99,108.0,5.4,135.0,2,7,25573.0,34271.0,27466.25,33019.0
1754,60,205029,241.322987012987,285.34623376623375,1,1,Sandwich,Italian,0.8457,44.02,241.32,96.53,4.826,120.66,2,8,27545.0,22238.0,25784.75,29922.5
1754,61,37190,285.7425974025974,286.58,0,1,Sandwich,Italian,0.9971,0.84,285.74,114.3,5.715,142.87,2,9,205029.0,27783.0,71482.5,50788.75
1754,62,15612,288.7380519480519,290.75519480519483,0,1,Sandwich,Italian,0.9931,2.02,288.74,115.5,5.775,144.37,2,10,37190.0,25573.0,73834.25,49769.625
1754,63,20387,283.53415584415586,290.87012987012986,0,1,Sandwich,Italian,0.9748,7.34,283.53,113.41,5.671,141.77,2,11,15612.0,27545.0,71344.0,49405.125
1754,64,21589,276.0505194805195,286.505974025974,0,1,Sandwich,Italian,0.9635,10.46,276.05,110.42,5.521,138.03,2,12,20387.0,205029.0,69554.5,47669.625
1754,65,38208,284.0364935064935,287.96844155844155,0,0,Sandwich,Italian,0.9863,3.93,284.04,113.61,5.68,142.02,2,13,21589.0,37190.0,23694.5,47588.5
1754,66,39673,287.6122077922078,289.5935064935065,0,0,Sandwich,Italian,0.9932,1.98,287.61,115.04,5.752,143.81,2,14,38208.0,15612.0,23949.0,48891.625
1754,67,39091,283.1227272727273,287.01181818181817,0,0,Sandwich,Italian,0.9864,3.89,283.12,113.25,5.663,141.56,2,15,39673.0,20387.0,29964.25,50654.125
1754,68,185671,192.47896103896105,286.99883116883115,1,1,Sandwich,Italian,0.6707,94.52,192.48,76.99,3.85,96.24,2,16,39091.0,21589.0,34640.25,52097.375
1754,69,167396,192.00181818181818,286.86896103896106,1,1,Sandwich,Italian,0.6693,94.87,192.0,76.8,3.84,96.0,2,17,185671.0,38208.0,75660.75,49677.625
1754,70,198233,191.09363636363636,286.842987012987,1,1,Sandwich,Italian,0.6662,95.75,191.09,76.44,3.822,95.55,2,18,167396.0,39673.0,107957.75,65953.375
1754,71,173004,190.96571428571428,285.46155844155845,1,1,Sandwich,Italian,0.669,94.5,190.97,76.39,3.82,95.48,2,19,198233.0,39091.0,147597.75,88781.0
1754,72,38032,277.2366233766234,282.85194805194806,0,1,Sandwich,Italian,0.9801,5.62,277.24,110.89,5.544,138.62,2,20,173004.0,185671.0,181076.0,107858.125
1754,73,33668,286.25480519480516,288.31805194805196,0,1,Sandwich,Italian,0.9928,2.06,286.25,114.5,5.725,143.13,2,21,38032.0,167396.0,144166.25,109913.5
1754,74,54653,288.43142857142857,288.4479220779221,1,1,Sandwich,Italian,0.9999,0.02,288.43,115.37,5.768,144.22,2,22,33668.0,198233.0,110734.25,109346.0
1754,75,85669,248.81883116883117,287.7172727272727,1,1,Sandwich,Italian,0.8648,38.9,248.82,99.53,4.977,124.41,2,23,54653.0,173004.0,74839.25,111218.5
1754,76,51438,242.71935064935064,286.21974025974026,0,1,Sandwich,Italian,0.848,43.5,242.72,97.09,4.855,121.36,2,24,85669.0,38032.0,53005.5,117040.75
1754,77,32421,287.15116883116883,288.9388311688312,0,1,Sandwich,Italian,0.9938,1.79,287.15,114.86,5.743,143.58,2,25,51438.0,33668.0,56357.0,100261.625
1754,78,39167,286.3012987012987,289.01402597402597,0,1,Sandwich,Italian,0.9906,2.71,286.3,114.52,5.726,143.15,2,26,32421.0,54653.0,56045.25,83389.75
1754,79,154970,197.14000000000001,289.00103896103894,1,1,Sandwich,Italian,0.6821,91.86,197.14,78.86,3.943,98.57,2,27,39167.0,85669.0,52173.75,63506.5
1754,80,40497,283.1975324675325,287.6664935064935,0,1,Sandwich,Italian,0.9845,4.47,283.2,113.28,5.664,141.6,2,28,154970.0,51438.0,69499.0,61252.25
1754,81,40426,291.0216883116883,291.14649350649347,0,1,Sandwich,Italian,0.9996,0.12,291.02,116.41,5.82,145.51,2,29,40497.0,32421.0,66763.75,61560.375
1754,82,37811,289.8737662337662,291.88740259740257,0,1,Sandwich,Italian,0.9931,2.01,289.87,115.95,5.798,144.94,2,30,40426.0,39167.0,68765.0,62405.125
1754,83,46558,283.54,285.77078947368426,0,1,Sandwich,Italian,0.9922,2.23,283.54,113.42,5.671,141.77,2,31,37811.0,154970.0,68426.0,60299.875
1754,84,38709,283.27311688311687,283.7723376623377,0,1,Sandwich,Italian,0.9982,0.5,283.27,113.31,5.666,141.64,2,32,46558.0,40497.0,41323.0,55411.0
1754,85,27765,280.79103896103896,286.6476623376623,0,1,Sandwich,Italian,0.9796,5.86,280.79,112.32,5.616,140.4,2,33,38709.0,40426.0,40876.0,53819.875
1754,86,26849,288.5333766233766,289.6148051948052,0,1,Sandwich,Italian,0.9963,1.08,288.53,115.41,5.77,144.27,2,34,27765.0,37811.0,37710.75,53237.875
1754,87,26569,301.84844155844155,301.4220779220779,0,1,Sandwich,Italian,1.0014,-0.43,301.85,120.74,6.037,150.92,2,35,26849.0,46558.0,34970.25,51698.125
